19, 7, 89, 40, 101, 2, 24, 0, 0, 1
12, 36, 2, 165, 1, 2, 189, 0, 0, 1
1, 228, 77, 2, 33, 2, 0, 0, 0, 1
12, 2, 2, 6, 44, 8, 0, 0, 0, 1
225, 36, 1, 24, 2, 2, 41, 0, 0, 1
1, 36, 93, 178, 2, 0, 0, 0, 0, 1
2, 7, 2, 98, 2, 8, 29, 2, 0, 1
2, 7, 2, 72, 2, 0, 0, 0, 0, 1
2, 7, 40, 111, 1, 2, 24, 0, 0, 1
248, 33, 131, 0, 17, 1, 20, 2, 0, 1
2, 36, 2, 2, 225, 75, 2, 35, 0, 1
78, 7, 69, 2, 2, 2, 2, 165, 0, 1
1, 7, 8, 6, 2, 2, 54, 0, 0, 1
2, 2, 2, 27, 2, 23, 27, 0, 0, 1
8, 7, 2, 2, 47, 392, 2, 120, 0, 1
395, 7, 49, 20, 2, 2, 0, 0, 0, 1
35, 36, 49, 2, 2, 8, 2, 0, 0, 1
58, 36, 1, 37, 80, 258, 78, 0, 0, 1
14, 36, 2, 145, 2, 2, 2, 110, 0, 1
2, 399, 10, 92, 21, 2, 0, 0, 0, 1
2, 36, 23, 2, 2, 150, 2, 0, 0, 1
2, 33, 2, 2, 21, 2, 0, 0, 0, 1
2, 36, 2, 8, 22, 8, 8, 12, 0, 1
403, 2, 7, 2, 12, 8, 404, 5, 0, 1
8, 2, 8, 62, 36, 2, 2, 0, 0, 1
2, 33, 2, 17, 8, 23, 2, 2, 0, 1
2, 36, 172, 1, 2, 2, 0, 0, 0, 1
21, 57, 405, 50, 75, 2, 0, 17, 2, 1
50, 150, 2, 2, 2, 145, 2, 0, 0, 1
62, 28, 2, 8, 77, 2, 96, 0, 0, 1
2, 80, 1, 2, 8, 12, 0, 0, 0, 1
82, 132, 2, 2, 6, 89, 2, 0, 0, 1
141, 2, 2, 62, 77, 1, 2, 0, 0, 1
1, 31, 2, 77, 2, 44, 68, 0, 0, 1
141, 1, 2, 1, 214, 7, 409, 0, 0, 1
2, 2, 217, 1, 2, 2, 0, 0, 0, 1
1, 36, 2, 2, 2, 145, 0, 0, 0, 1
2, 8, 82, 4, 204, 26, 0, 0, 0, 1
2, 6, 12, 139, 7, 2, 0, 0, 0, 1
77, 33, 2, 2, 92, 2, 2, 73, 8, 1
65, 2, 8, 4, 2, 8, 2, 87, 0, 1
106, 8, 2, 75, 2, 2, 0, 0, 0, 1
1, 33, 2, 23, 23, 48, 16, 0, 0, 1
213, 174, 0, 96, 2, 0, 0, 0, 0, 1
2, 7, 89, 4, 2, 2, 419, 0, 0, 1
2, 2, 2, 25, 2, 2, 27, 0, 0, 1
165, 2, 2, 2, 12, 2, 141, 0, 0, 1
72, 7, 63, 421, 2, 2, 0, 0, 0, 1
223, 2, 281, 2, 19, 0, 0, 0, 0, 1
2, 2, 2, 118, 1, 2, 0, 0, 0, 1
2, 36, 2, 2, 62, 75, 2, 0, 0, 1
1, 2, 365, 2, 62, 2, 60, 2, 0, 1
51, 36, 8, 2, 2, 131, 19, 2, 0, 1
145, 2, 2, 2, 313, 2, 0, 0, 0, 1
16, 36, 2, 2, 2, 2, 310, 0, 0, 1
51, 36, 2, 2, 2, 2, 0, 0, 0, 1
19, 36, 52, 2, 2, 2, 2, 372, 0, 1
19, 49, 2, 2, 2, 360, 2, 0, 0, 1
325, 36, 75, 8, 83, 2, 1, 0, 0, 1
162, 2, 23, 2, 2, 144, 144, 0, 0, 1
8, 7, 94, 424, 2, 58, 1, 0, 0, 1
2, 36, 21, 2, 2, 94, 2, 145, 0, 1
75, 33, 77, 2, 110, 2, 0, 0, 0, 1
2, 33, 2, 48, 131, 172, 161, 0, 0, 1
75, 7, 68, 2, 2, 2, 2, 0, 0, 1
48, 2, 2, 152, 49, 7, 2, 0, 0, 1
226, 2, 2, 2, 2, 0, 0, 0, 0, 1
2, 7, 1, 2, 2, 54, 0, 0, 0, 1
10, 49, 2, 87, 63, 2, 11, 0, 0, 1
1, 36, 2, 2, 2, 36, 2, 0, 0, 1
51, 36, 2, 23, 145, 2, 2, 0, 0, 1
2, 36, 2, 1, 338, 2, 0, 0, 0, 1
2, 13, 2, 2, 2, 0, 0, 0, 0, 1
145, 36, 63, 75, 2, 2, 116, 1, 0, 1
2, 36, 49, 110, 8, 40, 2, 82, 0, 1
2, 36, 2, 2, 58, 8, 2, 41, 0, 1
1, 7, 2, 2, 19, 28, 2, 0, 0, 1
2, 36, 23, 2, 8, 2, 1, 2, 0, 1
2, 150, 8, 1, 2, 20, 0, 0, 0, 1
120, 80, 433, 89, 10, 20, 420, 34, 0, 1
51, 36, 2, 106, 272, 2, 27, 0, 0, 1
1, 36, 8, 2, 2, 2, 144, 0, 0, 1
1, 36, 2, 2, 2, 63, 0, 0, 0, 1
139, 28, 1, 1, 2, 17, 12, 0, 0, 1
134, 28, 94, 2, 1, 2, 0, 0, 0, 1
8, 80, 73, 16, 2, 2, 2, 12, 12, 1
2, 28, 23, 2, 2, 36, 2, 0, 0, 1
23, 36, 8, 2, 2, 2, 8, 1, 0, 1
2, 36, 2, 2, 75, 2, 2, 213, 0, 1
65, 7, 62, 95, 186, 44, 5, 0, 0, 1
24, 2, 8, 7, 1, 2, 1, 0, 0, 1
60, 174, 2, 2, 8, 111, 1, 0, 0, 1
2, 7, 440, 2, 2, 7, 182, 2, 0, 1
22, 36, 2, 445, 176, 2, 1, 0, 0, 1
34, 150, 6, 16, 2, 2, 0, 0, 0, 1
2, 13, 92, 8, 2, 95, 0, 0, 0, 1
261, 36, 23, 2, 145, 1, 152, 0, 0, 1
14, 36, 2, 2, 2, 360, 5, 2, 0, 1
1, 2, 4, 75, 23, 2, 2, 2, 0, 1
292, 36, 8, 51, 2, 2, 12, 17, 27, 1
75, 49, 2, 69, 106, 2, 36, 35, 0, 1
1, 116, 25, 61, 2, 19, 228, 2, 0, 1
2, 228, 2, 23, 57, 2, 2, 12, 0, 1
2, 7, 2, 237, 61, 2, 1, 0, 0, 1
2, 0, 2, 36, 16, 27, 0, 0, 0, 1
2, 28, 142, 145, 2, 36, 2, 0, 0, 1
145, 36, 131, 8, 141, 2, 2, 2, 0, 1
14, 36, 130, 2, 1, 1, 2, 60, 0, 1
35, 150, 23, 1, 2, 124, 1, 0, 0, 1
21, 33, 8, 10, 17, 23, 2, 0, 0, 1
82, 150, 8, 2, 2, 12, 2, 0, 0, 1
2, 36, 2, 2, 17, 225, 23, 2, 0, 1
2, 36, 2, 106, 96, 1, 2, 134, 0, 1
2, 7, 60, 2, 8, 52, 1, 1, 0, 1
141, 141, 12, 7, 94, 49, 9, 275, 0, 1
2, 36, 2, 2, 35, 61, 106, 0, 0, 1
12, 36, 2, 0, 0, 0, 0, 0, 0, 1
35, 28, 226, 2, 99, 2, 199, 0, 0, 1
2, 36, 23, 101, 2, 1, 2, 0, 0, 1
75, 33, 49, 2, 2, 2, 8, 0, 0, 1
467, 304, 2, 75, 209, 2, 0, 0, 0, 1
8, 174, 2, 2, 2, 0, 0, 0, 0, 1
82, 28, 62, 134, 2, 1, 2, 24, 0, 1
2, 36, 2, 2, 2, 4, 72, 2, 1, 1
63, 7, 2, 2, 2, 0, 0, 0, 0, 1
325, 36, 2, 23, 2, 2, 13, 19, 0, 1
20, 7, 62, 2, 1, 2, 75, 0, 0, 1
65, 7, 411, 17, 62, 0, 2, 0, 0, 1
2, 36, 8, 2, 2, 2, 1, 0, 0, 1
325, 36, 1, 94, 2, 2, 0, 0, 0, 1
2, 18, 57, 19, 2, 17, 8, 8, 8, 1
106, 36, 8, 124, 2, 2, 1, 72, 0, 1
19, 36, 68, 2, 2, 12, 2, 421, 0, 1
2, 33, 51, 2, 17, 23, 192, 0, 0, 1
20, 7, 14, 2, 62, 1, 2, 0, 0, 1
12, 13, 94, 213, 373, 2, 2, 72, 0, 1
2, 2, 12, 2, 9, 19, 0, 0, 0, 1
7, 62, 2, 2, 8, 4, 2, 0, 0, 1
1, 109, 2, 2, 191, 142, 2, 0, 0, 1
35, 150, 2, 2, 2, 211, 0, 0, 0, 1
106, 36, 1, 2, 2, 14, 2, 131, 19, 1
35, 28, 64, 2, 2, 2, 162, 0, 0, 1
2, 36, 2, 7, 75, 2, 2, 2, 0, 1
4, 7, 2, 2, 43, 2, 58, 0, 0, 1
2, 36, 2, 2, 120, 75, 1, 1, 0, 1
2, 361, 2, 2, 8, 32, 2, 0, 0, 1
2, 25, 19, 2, 2, 2, 0, 0, 0, 1
20, 229, 130, 8, 2, 2, 168, 2, 0, 1
51, 2, 2, 76, 2, 1, 1, 0, 0, 1
1, 2, 2, 12, 367, 85, 2, 0, 0, 1
51, 2, 2, 23, 209, 186, 0, 0, 0, 1
120, 7, 98, 2, 83, 1, 0, 0, 0, 1
34, 2, 2, 213, 17, 52, 145, 2, 72, 1
1, 174, 10, 2, 2, 131, 19, 0, 0, 1
35, 150, 2, 2, 132, 149, 0, 0, 0, 1
10, 36, 2, 1, 2, 2, 131, 19, 0, 1
2, 36, 2, 2, 68, 12, 0, 0, 0, 1
2, 486, 2, 2, 2, 35, 17, 12, 0, 1
49, 36, 23, 16, 2, 2, 2, 50, 0, 1
60, 117, 19, 21, 23, 12, 0, 0, 0, 1
171, 33, 94, 178, 2, 8, 362, 26, 0, 1
2, 36, 60, 2, 6, 2, 75, 2, 0, 1
52, 36, 1, 2, 237, 8, 0, 0, 0, 1
145, 36, 1, 2, 49, 2, 1, 2, 2, 1
2, 2, 2, 2, 8, 2, 2, 0, 0, 1
2, 150, 131, 19, 1, 0, 0, 0, 0, 1
106, 28, 1, 2, 8, 42, 107, 11, 0, 1
72, 2, 92, 2, 145, 2, 65, 0, 0, 1
14, 36, 96, 34, 2, 4, 131, 19, 0, 1
2, 31, 2, 49, 2, 2, 38, 2, 0, 1
51, 36, 2, 2, 2, 8, 1, 0, 0, 1
2, 174, 492, 117, 19, 2, 1, 0, 0, 1
2, 36, 213, 2, 57, 2, 2, 2, 0, 1
1, 7, 2, 49, 72, 2, 24, 0, 0, 1
82, 36, 60, 64, 2, 2, 57, 2, 0, 1
2, 33, 2, 63, 2, 2, 225, 2, 0, 1
26, 36, 23, 2, 49, 495, 0, 0, 0, 1
2, 36, 2, 165, 0, 9, 2, 1, 0, 1
8, 36, 7, 2, 100, 2, 2, 77, 0, 1
2, 7, 2, 2, 2, 2, 23, 19, 0, 1
2, 36, 2, 29, 111, 1, 0, 0, 0, 1
145, 2, 364, 2, 2, 23, 1, 0, 0, 1
20, 229, 54, 17, 62, 10, 2, 2, 0, 1
2, 2, 96, 49, 2, 2, 1, 2, 2, 1
1, 28, 4, 268, 2, 2, 2, 0, 0, 1
2, 7, 0, 12, 1, 154, 2, 21, 50, 1
2, 2, 36, 8, 2, 49, 0, 0, 0, 1
1, 36, 21, 94, 2, 144, 0, 0, 0, 1
2, 36, 2, 7, 2, 49, 8, 1, 0, 1
8, 7, 2, 415, 21, 25, 2, 0, 0, 1
21, 7, 8, 23, 8, 2, 198, 49, 29, 1
2, 31, 2, 218, 68, 2, 2, 0, 0, 1
179, 2, 8, 36, 2, 2, 2, 0, 0, 1
1, 150, 113, 141, 1, 2, 0, 0, 0, 1
14, 486, 2, 2, 2, 416, 2, 237, 0, 1
109, 8, 2, 9, 1, 2, 34, 0, 0, 1
111, 36, 25, 2, 19, 2, 213, 2, 0, 1
18, 6, 29, 26, 0, 0, 0, 0, 0, 1
2, 150, 2, 12, 1, 24, 0, 0, 0, 1
2, 228, 2, 2, 31, 185, 17, 106, 0, 1
145, 36, 60, 2, 40, 63, 2, 0, 0, 1
51, 36, 1, 2, 2, 2, 27, 0, 0, 1
2, 36, 2, 2, 2, 8, 2, 2, 0, 1
1, 174, 2, 2, 2, 34, 0, 0, 0, 1
12, 2, 20, 144, 31, 288, 0, 0, 0, 1
29, 28, 2, 63, 2, 2, 2, 2, 0, 1
10, 2, 8, 261, 418, 2, 12, 0, 0, 1
2, 13, 2, 2, 28, 354, 2, 0, 0, 1
51, 36, 444, 2, 145, 2, 0, 0, 0, 1
75, 7, 2, 2, 2, 2, 0, 0, 0, 1
12, 2, 2, 225, 75, 36, 2, 2, 0, 1
2, 36, 510, 2, 2, 2, 28, 2, 0, 1
2, 288, 2, 19, 2, 2, 2, 0, 0, 1
2, 33, 60, 94, 2, 60, 0, 0, 0, 1
106, 36, 145, 1, 2, 141, 2, 0, 0, 1
2, 174, 131, 47, 49, 8, 8, 2, 2, 1
51, 36, 10, 2, 8, 2, 2, 0, 0, 1
325, 28, 92, 0, 0, 0, 0, 0, 0, 1
53, 80, 4, 2, 2, 0, 2, 2, 0, 1
35, 150, 252, 2, 2, 2, 2, 2, 0, 1
2, 174, 2, 7, 2, 2, 2, 0, 0, 1
8, 31, 2, 111, 17, 2, 11, 2, 0, 1
51, 13, 10, 2, 8, 2, 2, 0, 0, 1
21, 7, 0, 1, 8, 12, 2, 0, 0, 1
2, 2, 178, 2, 2, 2, 2, 63, 0, 1
19, 106, 131, 188, 2, 134, 2, 35, 0, 1
8, 7, 2, 2, 82, 2, 54, 0, 0, 1
51, 228, 61, 61, 62, 75, 0, 0, 0, 1
20, 7, 213, 367, 8, 12, 0, 0, 0, 1
2, 36, 75, 2, 2, 0, 0, 0, 0, 1
2, 36, 2, 2, 35, 2, 0, 0, 0, 1
1, 33, 2, 10, 2, 279, 2, 0, 0, 1
325, 73, 4, 258, 1, 2, 2, 67, 0, 1
51, 150, 60, 529, 35, 2, 203, 0, 0, 1
1, 2, 2, 1, 0, 0, 0, 0, 0, 1
2, 7, 69, 360, 2, 1, 0, 0, 0, 1
2, 2, 2, 40, 9, 0, 0, 0, 0, 1
2, 2, 2, 2, 2, 258, 118, 0, 0, 1
2, 33, 2, 63, 8, 23, 10, 126, 0, 1
2, 76, 8, 2, 60, 2, 24, 0, 0, 1
51, 150, 2, 75, 1, 2, 223, 0, 0, 1
82, 36, 79, 530, 2, 2, 2, 2, 0, 1
34, 49, 2, 1, 372, 0, 0, 0, 0, 1
75, 36, 2, 2, 98, 145, 49, 106, 0, 1
2, 7, 72, 24, 2, 131, 19, 2, 0, 1
2, 231, 2, 2, 10, 2, 8, 12, 0, 1
100, 36, 2, 29, 29, 2, 310, 0, 0, 1
82, 36, 2, 2, 4, 2, 0, 0, 0, 1
20, 174, 2, 23, 63, 2, 0, 0, 0, 1
100, 36, 35, 2, 2, 62, 29, 0, 0, 1
2, 7, 2, 2, 2, 2, 10, 0, 0, 1
2, 36, 75, 2, 2, 16, 2, 17, 2, 1
20, 130, 239, 2, 80, 0, 0, 0, 0, 1
35, 36, 1, 2, 171, 2, 48, 0, 0, 1
1, 2, 7, 92, 135, 2, 392, 2, 0, 1
75, 2, 49, 8, 40, 223, 0, 0, 0, 1
12, 2, 2, 268, 1, 2, 2, 62, 0, 1
145, 2, 300, 8, 4, 131, 19, 0, 0, 1
206, 141, 19, 2, 4, 145, 0, 0, 0, 1
44, 2, 131, 75, 131, 2, 2, 2, 0, 1
8, 33, 2, 2, 2, 8, 12, 275, 0, 1
35, 2, 2, 34, 2, 110, 2, 2, 0, 1
35, 36, 23, 6, 2, 68, 2, 68, 0, 1
2, 2, 2, 145, 2, 12, 0, 0, 0, 1
8, 174, 8, 420, 7, 179, 2, 10, 0, 1
2, 174, 2, 167, 145, 503, 2, 0, 0, 1
50, 92, 68, 77, 2, 2, 204, 0, 0, 1
2, 7, 2, 7, 2, 2, 2, 2, 0, 1
2, 7, 42, 2, 2, 2, 0, 0, 0, 1
2, 2, 12, 2, 21, 536, 1, 0, 0, 1
2, 7, 92, 49, 23, 52, 44, 0, 0, 1
2, 36, 130, 2, 2, 2, 8, 0, 0, 1
213, 2, 239, 165, 0, 141, 12, 0, 0, 1
2, 8, 22, 2, 30, 12, 2, 0, 0, 1
1, 36, 141, 52, 2, 2, 2, 2, 0, 1
219, 36, 4, 145, 2, 2, 223, 0, 0, 1
2, 17, 2, 2, 2, 4, 311, 0, 0, 1
2, 174, 63, 2, 2, 8, 1, 2, 26, 1
12, 31, 2, 92, 2, 2, 29, 0, 0, 1
1, 2, 239, 68, 2, 68, 6, 2, 0, 1
1, 33, 4, 2, 2, 1, 1, 0, 0, 1
98, 2, 2, 2, 7, 2, 2, 0, 0, 1
2, 2, 131, 144, 2, 5, 2, 0, 0, 1
145, 2, 75, 75, 2, 2, 2, 1, 0, 1
2, 36, 8, 1, 2, 1, 0, 0, 0, 1
2, 36, 2, 23, 44, 2, 131, 19, 0, 1
2, 2, 239, 2, 2, 141, 12, 0, 0, 1
14, 13, 111, 2, 12, 2, 131, 19, 0, 1
2, 33, 94, 2, 0, 0, 0, 0, 0, 1
65, 80, 263, 2, 2, 12, 2, 0, 0, 1
75, 36, 2, 8, 44, 2, 162, 0, 0, 1
1, 36, 545, 2, 2, 263, 2, 2, 0, 1
1, 174, 49, 2, 8, 2, 0, 0, 0, 1
60, 36, 12, 2, 2, 2, 21, 0, 0, 1
145, 36, 49, 2, 2, 2, 0, 0, 0, 1
2, 7, 10, 23, 4, 2, 2, 0, 0, 1
12, 2, 75, 68, 2, 2, 2, 284, 0, 1
2, 7, 2, 7, 0, 0, 0, 0, 0, 1
2, 2, 23, 2, 44, 89, 1, 0, 0, 1
2, 116, 279, 2, 19, 2, 46, 0, 0, 1
8, 33, 87, 268, 2, 2, 2, 2, 0, 1
2, 486, 2, 34, 95, 141, 0, 0, 0, 1
2, 33, 52, 8, 2, 10, 178, 0, 0, 1
2, 2, 12, 93, 178, 2, 367, 0, 0, 1
1, 80, 75, 11, 62, 2, 2, 0, 0, 1
2, 7, 2, 2, 1, 12, 34, 0, 0, 1
2, 7, 69, 48, 2, 2, 0, 0, 0, 1
19, 7, 2, 2, 111, 2, 19, 24, 0, 1
1, 2, 23, 2, 12, 560, 2, 18, 8, 1
10, 36, 210, 8, 2, 87, 1, 72, 0, 1
2, 80, 27, 2, 77, 26, 0, 0, 0, 1
100, 142, 25, 421, 46, 0, 0, 0, 0, 1
2, 13, 8, 0, 17, 8, 19, 19, 0, 1
8, 33, 8, 2, 2, 68, 29, 0, 0, 1
22, 36, 2, 112, 12, 2, 21, 2, 0, 1
2, 2, 63, 10, 2, 68, 2, 1, 0, 1
68, 8, 2, 2, 2, 2, 2, 49, 2, 1
2, 18, 29, 8, 73, 2, 8, 7, 1, 1
51, 36, 6, 2, 6, 27, 2, 0, 0, 1
80, 8, 2, 2, 0, 2, 2, 106, 43, 1
12, 36, 77, 144, 25, 21, 0, 0, 0, 1
2, 36, 60, 2, 2, 131, 19, 0, 0, 1
8, 8, 29, 2, 2, 2, 7, 2, 0, 1
12, 36, 2, 2, 4, 2, 340, 0, 0, 1
2, 36, 2, 2, 2, 49, 0, 0, 0, 1
2, 7, 62, 25, 2, 8, 172, 0, 0, 1
213, 174, 0, 61, 61, 2, 0, 0, 0, 1
2, 76, 17, 2, 225, 2, 1, 0, 0, 1
1, 2, 36, 49, 8, 8, 62, 26, 0, 1
14, 36, 75, 118, 1, 2, 131, 19, 0, 1
2, 2, 2, 0, 21, 2, 0, 0, 0, 1
2, 36, 6, 120, 2, 36, 2, 0, 0, 1
51, 36, 354, 2, 145, 2, 2, 0, 0, 1
111, 36, 2, 20, 25, 2, 19, 0, 0, 1
1, 36, 2, 2, 2, 36, 111, 2, 19, 1
75, 36, 9, 24, 2, 2, 161, 0, 0, 1
8, 2, 2, 61, 2, 29, 2, 0, 0, 1
438, 229, 4, 8, 19, 8, 21, 0, 0, 1
2, 33, 49, 1, 75, 2, 0, 0, 0, 1
2, 228, 19, 2, 28, 17, 77, 0, 0, 1
20, 7, 2, 32, 8, 10, 78, 2, 0, 1
2, 8, 2, 12, 0, 0, 0, 0, 0, 1
75, 7, 578, 2, 332, 218, 2, 0, 0, 1
20, 174, 2, 8, 87, 1, 2, 2, 0, 1
19, 2, 7, 2, 62, 2, 2, 0, 0, 1
106, 2, 92, 62, 106, 2, 124, 0, 0, 1
2, 2, 261, 8, 2, 2, 2, 131, 19, 1
106, 36, 75, 6, 10, 2, 2, 61, 0, 1
1, 2, 2, 2, 2, 2, 2, 0, 0, 1
35, 150, 118, 2, 1, 2, 0, 0, 0, 1
2, 36, 167, 8, 233, 1, 2, 0, 0, 1
2, 7, 19, 2, 2, 40, 8, 0, 0, 1
